"Titre de tracé : 10848914"
"#","Date Heure, GMT+02:00","Temp., °C (LGR S/N: 10848914, SEN S/N: 10848914, LBL: Temperature 1)","Temp., °C (LGR S/N: 10848914, SEN S/N: 10848914, LBL: Temperature 2)","Temp., °C (LGR S/N: 10848914, SEN S/N: 10848914, LBL: Temperature 3)","Temp., °C (LGR S/N: 10848914, SEN S/N: 10848914, LBL: Temperature 4)","Hôte connecté (LGR S/N: 10848914)","Arrêté (LGR S/N: 10848914)","Fin de fichier (LGR S/N: 10848914)"
268,04/12/19 06:45:00 AM,-2.927,-2.607,-2.356,-2.196,,,
269,04/12/19 07:00:00 AM,-2.880,-2.536,-2.249,-2.030,,,
270,04/12/19 07:15:00 AM,-2.445,-2.173,-1.931,-1.699,,,
271,04/12/19 07:30:00 AM,-1.830,-1.565,-1.381,-1.194,,,
272,04/12/19 07:45:00 AM,-0.833,-0.483,-0.394,-0.338,,,
273,04/12/19 08:00:00 AM,0.472,1.105,1.211,0.792,,,
274,04/12/19 08:15:00 AM,3.462,5.160,5.651,3.884,,,
275,04/12/19 08:30:00 AM,6.533,9.103,10.033,7.318,,,
276,04/12/19 08:45:00 AM,9.176,12.249,13.442,10.179,,,
277,04/12/19 09:00:00 AM,11.931,15.290,16.432,12.874,,,
278,04/12/19 09:15:00 AM,14.403,17.596,18.646,15.139,,,
279,04/12/19 09:30:00 AM,16.482,19.637,20.531,17.309,,,
280,04/12/19 09:45:00 AM,18.423,21.501,22.129,19.368,,,
281,04/12/19 10:00:00 AM,19.772,22.492,22.905,20.783,,,
282,04/12/19 10:15:00 AM,21.158,23.684,23.866,22.009,,,
283,04/12/19 10:30:00 AM,22.167,24.600,24.655,23.283,,,
284,04/12/19 10:45:00 AM,22.747,25.054,24.913,23.913,,,
285,04/12/19 11:00:00 AM,23.578,26.064,25.664,24.573,,,
286,04/12/19 11:15:00 AM,24.208,26.855,26.373,25.595,,,
287,04/12/19 11:30:00 AM,24.782,27.381,26.663,26.633,,,
288,04/12/19 11:45:00 AM,25.225,27.870,26.986,27.270,,,
289,04/12/19 12:00:00 PM,25.349,27.969,26.848,27.245,,,
290,04/12/19 12:15:00 PM,25.908,28.486,27.342,28.537,,,
291,04/12/19 12:30:00 PM,26.182,28.777,27.464,28.979,,,
292,04/12/19 12:45:00 PM,25.775,27.994,26.485,28.424,,,
293,04/12/19 01:00:00 PM,26.576,28.557,26.983,29.580,,,
294,04/12/19 01:15:00 PM,27.282,29.588,27.884,30.228,,,
295,04/12/19 01:30:00 PM,26.989,29.318,27.718,30.195,,,
296,04/12/19 01:45:00 PM,28.294,30.648,28.773,32.034,,,
297,04/12/19 02:00:00 PM,27.152,28.880,27.821,30.081,,,
298,04/12/19 02:15:00 PM,24.163,25.480,25.460,25.782,,,
299,04/12/19 02:30:00 PM,26.761,28.577,27.433,30.449,,,
300,04/12/19 02:45:00 PM,27.459,28.689,28.233,30.365,,,
301,04/12/19 03:00:00 PM,25.413,26.639,26.489,28.258,,,
302,04/12/19 03:15:00 PM,24.146,26.103,24.685,27.819,,,
